timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/09 12:32:22.009, 20874, 24467, 100, 57, 145.00, 1702, 66
2026/09/09 12:32:23.009, 20874, 24467, 100, 57, 144.99, 1695, 66
2026/09/09 12:32:24.010, 20874, 24467, 100, 56, 145.00, 1702, 66
2026/09/09 12:32:25.010, 20874, 24467, 100, 87, 144.96, 2182, 63
2026/09/09 12:32:26.011, 20874, 24467, 100, 93, 144.99, 2182, 63
2026/09/09 12:32:27.011, 20874, 24467, 100, 93, 145.00, 2175, 64
2026/09/09 12:32:28.011, 20874, 24467, 100, 93, 144.99, 2175, 64
2026/09/09 12:32:29.012, 20874, 24467, 100, 93, 145.01, 2175, 64
2026/09/09 12:32:30.012, 20874, 24467, 100, 93, 145.00, 2175, 64
2026/09/09 12:32:31.012, 20874, 24467, 100, 93, 145.01, 2175, 64
2026/09/09 12:32:32.013, 20874, 24467, 100, 93, 144.99, 2175, 64
2026/09/09 12:32:33.013, 20874, 24467, 100, 93, 145.00, 2175, 64
2026/09/09 12:32:34.013, 20874, 24467, 100, 93, 145.00, 2175, 63
2026/09/09 12:32:35.014, 20874, 24467, 100, 93, 145.00, 2167, 64
2026/09/09 12:32:36.014, 20874, 24467, 100, 93, 145.00, 2167, 64
2026/09/09 12:32:37.015, 20874, 24467, 100, 93, 145.00, 2160, 64
2026/09/09 12:32:38.015, 20874, 24467, 100, 93, 145.00, 2167, 64
2026/09/09 12:32:39.015, 20874, 24467, 100, 57, 145.02, 1695, 66
2026/09/09 12:32:40.016, 20874, 24467, 100, 57, 145.00, 1687, 67
2026/09/09 12:32:41.016, 20874, 24467, 100, 54, 145.00, 1695, 67
2026/09/09 12:32:42.016, 20874, 24467, 100, 55, 144.99, 1695, 67
2026/09/09 12:32:43.017, 20874, 24467, 100, 54, 145.00, 1687, 67
2026/09/09 12:32:44.017, 20874, 24467, 100, 53, 145.00, 1695, 67
2026/09/09 12:32:45.017, 20874, 24467, 100, 54, 145.00, 1695, 67
2026/09/09 12:32:46.018, 20874, 24467, 100, 56, 144.98, 1695, 67
2026/09/09 12:32:47.018, 20874, 24467, 100, 54, 145.00, 1695, 67
2026/09/09 12:32:48.018, 20874, 24467, 100, 93, 144.95, 2175, 65
2026/09/09 12:32:49.019, 20874, 24467, 100, 93, 144.99, 2167, 65
2026/09/09 12:32:50.019, 20874, 24467, 100, 93, 145.01, 2167, 65
2026/09/09 12:32:51.019, 20874, 24467, 100, 93, 145.00, 2167, 65
2026/09/09 12:32:52.020, 20874, 24467, 100, 93, 145.00, 2160, 65
2026/09/09 12:32:53.020, 20874, 24467, 100, 93, 145.01, 2160, 65
2026/09/09 12:32:54.020, 20874, 24467, 100, 93, 145.00, 2160, 64
2026/09/09 12:32:55.021, 20874, 24467, 100, 93, 145.00, 2160, 64
2026/09/09 12:32:56.021, 20874, 24467, 100, 93, 145.00, 2160, 65
2026/09/09 12:32:57.021, 20874, 24467, 100, 93, 144.99, 2160, 65
2026/09/09 12:32:58.022, 20874, 24467, 100, 93, 145.00, 2152, 65
2026/09/09 12:32:59.022, 20874, 24467, 100, 93, 145.00, 2160, 65
2026/09/09 12:33:00.023, 20874, 24467, 100, 93, 144.99, 2152, 65
2026/09/09 12:33:01.023, 20874, 24467, 100, 93, 145.00, 2152, 65
2026/09/09 12:33:02.023, 20874, 24467, 0, 0, 77.71, 2467, 60
2026/09/09 12:33:03.024, 20874, 24467, 0, 0, 44.07, 2467, 60
2026/09/09 12:33:04.024, 20874, 24467, 0, 0, 39.24, 2100, 58
2026/09/09 12:33:05.024, 20874, 24467, 0, 0, 36.13, 2047, 57
2026/09/09 12:33:06.025, 20874, 24467, 0, 0, 32.73, 2047, 56
2026/09/09 12:33:07.025, 20874, 24467, 0, 0, 32.41, 2047, 55
2026/09/09 12:33:08.025, 20874, 24467, 0, 0, 32.15, 2047, 55
2026/09/09 12:33:09.026, 20874, 24467, 0, 0, 32.09, 2047, 54
2026/09/09 12:33:10.026, 20874, 24467, 0, 0, 31.91, 2047, 53
2026/09/09 12:33:11.026, 20874, 24467, 0, 0, 31.67, 2047, 53
2026/09/09 12:33:12.027, 20874, 24467, 0, 0, 31.32, 2047, 52
2026/09/09 12:33:13.027, 20874, 24467, 0, 0, 31.19, 2047, 52
2026/09/09 12:33:14.027, 20874, 24467, 0, 0, 31.03, 2047, 51
2026/09/09 12:33:15.028, 20874, 24467, 0, 0, 31.04, 2047, 51
2026/09/09 12:33:16.028, 20874, 24467, 0, 0, 30.95, 2047, 50
2026/09/09 12:33:17.028, 20874, 24467, 0, 0, 30.72, 2047, 50
2026/09/09 12:33:18.029, 20874, 24467, 0, 0, 30.67, 2047, 49
2026/09/09 12:33:19.029, 20874, 24467, 0, 0, 27.11, 1215, 48
2026/09/09 12:33:20.029, 20874, 24467, 0, 0, 18.84, 277, 48
2026/09/09 12:33:21.030, 20874, 24467, 0, 0, 8.22, 180, 47
2026/09/09 12:33:22.030, 20874, 24467, 0, 0, 6.75, 180, 47
2026/09/09 12:33:23.031, 20874, 24467, 0, 0, 8.94, 180, 46
2026/09/09 12:33:24.031, 20874, 24467, 100, 90, 148.21, 1957, 53
2026/09/09 12:33:25.031, 20874, 24467, 100, 93, 145.01, 1905, 54
2026/09/09 12:33:26.032, 20874, 24467, 100, 93, 145.01, 1897, 55
2026/09/09 12:33:27.032, 20874, 24467, 100, 93, 145.00, 1890, 55
2026/09/09 12:33:28.032, 20874, 24467, 100, 93, 145.00, 1882, 56
2026/09/09 12:33:29.033, 20874, 24467, 100, 93, 145.00, 1875, 56
2026/09/09 12:33:30.033, 20874, 24467, 100, 93, 144.99, 1875, 57
2026/09/09 12:33:31.033, 20874, 24467, 100, 93, 145.00, 1860, 57
2026/09/09 12:33:32.034, 20874, 24467, 100, 93, 145.00, 1860, 58
2026/09/09 12:33:33.034, 20874, 24467, 100, 93, 145.01, 1852, 58
2026/09/09 12:33:34.034, 20874, 24467, 100, 93, 145.00, 1852, 59
2026/09/09 12:33:35.035, 20874, 24467, 100, 93, 145.00, 1845, 59
2026/09/09 12:33:36.035, 20874, 24467, 100, 93, 144.99, 1837, 59
2026/09/09 12:33:37.036, 20874, 24467, 100, 93, 145.00, 1837, 60
2026/09/09 12:33:38.036, 20874, 24467, 100, 93, 144.99, 1837, 60
2026/09/09 12:33:39.036, 20874, 24467, 100, 93, 145.01, 1830, 60
2026/09/09 12:33:40.037, 20874, 24467, 100, 93, 144.99, 1830, 60
2026/09/09 12:33:41.037, 20874, 24467, 100, 93, 145.01, 1822, 61
2026/09/09 12:33:42.037, 20874, 24467, 100, 93, 145.00, 1815, 61
2026/09/09 12:33:43.038, 20874, 24467, 100, 93, 144.98, 1717, 61
2026/09/09 12:33:44.038, 20874, 24467, 100, 64, 145.01, 1807, 61
2026/09/09 12:33:45.038, 20874, 24467, 100, 93, 144.99, 1815, 62
2026/09/09 12:33:46.039, 20874, 24467, 100, 93, 145.01, 1807, 61
2026/09/09 12:33:47.039, 20874, 24467, 100, 93, 145.00, 1807, 62
2026/09/09 12:33:48.039, 20874, 24467, 100, 93, 145.01, 1807, 62
2026/09/09 12:33:49.040, 20874, 24467, 100, 93, 145.00, 1807, 62
2026/09/09 12:33:50.040, 20874, 24467, 100, 93, 144.99, 1807, 63
2026/09/09 12:33:51.041, 20874, 24467, 100, 93, 144.99, 1800, 63
2026/09/09 12:33:52.041, 20874, 24467, 100, 93, 145.00, 1800, 63
2026/09/09 12:33:53.041, 20874, 24467, 100, 93, 145.00, 1800, 63
2026/09/09 12:33:54.042, 20874, 24467, 100, 93, 145.00, 1800, 63
2026/09/09 12:33:55.042, 20874, 24467, 100, 93, 145.00, 1792, 63
2026/09/09 12:33:56.042, 20874, 24467, 100, 93, 145.00, 1792, 63
2026/09/09 12:33:57.043, 20874, 24467, 100, 93, 144.99, 1800, 63
2026/09/09 12:33:58.043, 20874, 24467, 100, 93, 145.01, 1792, 63
2026/09/09 12:33:59.043, 20874, 24467, 100, 93, 144.99, 1807, 64
2026/09/09 12:34:00.044, 20874, 24467, 100, 94, 145.01, 1950, 64
2026/09/09 12:34:01.044, 20874, 24467, 100, 94, 145.00, 1950, 64
2026/09/09 12:34:02.044, 20874, 24467, 100, 94, 145.01, 1942, 64
2026/09/09 12:34:03.045, 20874, 24467, 100, 94, 144.99, 1950, 64
2026/09/09 12:34:04.045, 20874, 24467, 0, 0, 80.02, 2475, 59
2026/09/09 12:34:05.045, 20874, 24467, 0, 0, 43.72, 2467, 59
2026/09/09 12:34:06.046, 20874, 24467, 0, 0, 39.44, 2047, 57
2026/09/09 12:34:07.046, 20874, 24467, 0, 0, 35.88, 2047, 56
2026/09/09 12:34:08.047, 20874, 24467, 0, 0, 32.33, 2047, 55
2026/09/09 12:34:09.047, 20874, 24467, 0, 0, 32.21, 2047, 55
2026/09/09 12:34:10.047, 20874, 24467, 0, 0, 32.03, 2047, 54
2026/09/09 12:34:11.048, 20874, 24467, 0, 0, 32.07, 2047, 53
2026/09/09 12:34:12.048, 20874, 24467, 0, 0, 31.79, 2047, 53
2026/09/09 12:34:13.048, 20874, 24467, 0, 0, 31.72, 2047, 52
2026/09/09 12:34:14.049, 20874, 24467, 0, 0, 31.49, 2047, 52
2026/09/09 12:34:15.049, 20874, 24467, 0, 0, 31.24, 2047, 51
2026/09/09 12:34:16.050, 20874, 24467, 0, 0, 31.13, 2047, 51
2026/09/09 12:34:17.050, 20874, 24467, 0, 0, 30.91, 2047, 50
2026/09/09 12:34:18.050, 20874, 24467, 0, 0, 30.87, 2047, 50
2026/09/09 12:34:19.051, 20874, 24467, 0, 0, 30.72, 2047, 49
2026/09/09 12:34:20.051, 20874, 24467, 0, 0, 30.52, 2047, 49
2026/09/09 12:34:21.051, 20874, 24467, 0, 0, 27.68, 397, 48
2026/09/09 12:34:22.052, 20874, 24467, 0, 0, 23.05, 247, 47
2026/09/09 12:34:23.052, 20874, 24467, 0, 0, 9.10, 180, 47
2026/09/09 12:34:24.052, 20874, 24467, 0, 0, 5.08, 180, 46
2026/09/09 12:34:25.053, 20874, 24467, 0, 0, 5.48, 180, 46
2026/09/09 12:34:26.053, 20874, 24467, 0, 0, 5.42, 180, 45
2026/09/09 12:34:27.053, 20874, 24467, 0, 0, 37.55, 1725, 52
2026/09/09 12:34:28.054, 20874, 24467, 100, 88, 145.57, 1762, 53
2026/09/09 12:34:29.054, 20874, 24467, 100, 93, 144.99, 1755, 53
2026/09/09 12:34:30.054, 20874, 24467, 100, 93, 145.00, 1755, 54
2026/09/09 12:34:31.055, 20874, 24467, 100, 93, 145.00, 1762, 55
2026/09/09 12:34:32.055, 20874, 24467, 100, 93, 145.01, 1755, 55
2026/09/09 12:34:33.055, 20874, 24467, 100, 93, 144.99, 1755, 56
2026/09/09 12:34:34.056, 20874, 24467, 100, 93, 145.00, 1755, 57
2026/09/09 12:34:35.056, 20874, 24467, 100, 93, 145.00, 1747, 57
2026/09/09 12:34:36.056, 20874, 24467, 100, 93, 144.99, 1755, 57
2026/09/09 12:34:37.057, 20874, 24467, 100, 93, 145.00, 1755, 58
2026/09/09 12:34:38.057, 20874, 24467, 100, 93, 145.00, 1755, 58
2026/09/09 12:34:39.058, 20874, 24467, 100, 93, 145.00, 1755, 59
2026/09/09 12:34:40.058, 20874, 24467, 100, 93, 145.00, 1755, 59
2026/09/09 12:34:41.058, 20874, 24467, 100, 93, 145.00, 1747, 59
2026/09/09 12:34:42.059, 20874, 24467, 100, 93, 145.00, 1755, 60
2026/09/09 12:34:43.059, 20874, 24467, 100, 93, 145.00, 1747, 60
2026/09/09 12:34:44.059, 20874, 24467, 100, 93, 145.00, 1755, 60
2026/09/09 12:34:45.060, 20874, 24467, 100, 93, 145.00, 1747, 60
2026/09/09 12:34:46.060, 20874, 24467, 100, 93, 144.99, 1747, 61
2026/09/09 12:34:47.060, 20874, 24467, 100, 93, 145.00, 1747, 61
2026/09/09 12:34:48.061, 20874, 24467, 100, 93, 145.00, 1747, 61
2026/09/09 12:34:49.061, 20874, 24467, 100, 93, 145.00, 1762, 61
2026/09/09 12:34:50.061, 20874, 24467, 100, 93, 144.99, 1770, 62
2026/09/09 12:34:51.062, 20874, 24467, 100, 93, 144.99, 1770, 62
2026/09/09 12:34:52.062, 20874, 24467, 100, 93, 144.99, 1777, 62
2026/09/09 12:34:53.063, 20874, 24467, 100, 93, 145.00, 1762, 62
2026/09/09 12:34:54.063, 20874, 24467, 100, 94, 145.00, 1762, 62
2026/09/09 12:34:55.063, 20874, 24467, 100, 93, 145.00, 1755, 63
2026/09/09 12:34:56.064, 20874, 24467, 100, 93, 145.00, 1762, 63
2026/09/09 12:34:57.064, 20874, 24467, 100, 94, 145.00, 1770, 63
2026/09/09 12:34:58.064, 20874, 24467, 100, 94, 144.98, 1762, 63
2026/09/09 12:34:59.065, 20874, 24467, 100, 94, 144.99, 1747, 63
2026/09/09 12:35:00.065, 20874, 24467, 100, 71, 145.01, 1665, 65
2026/09/09 12:35:01.065, 20874, 24467, 100, 70, 145.00, 1680, 65
2026/09/09 12:35:02.066, 20874, 24467, 100, 69, 145.00, 1687, 65
2026/09/09 12:35:03.066, 20874, 24467, 100, 67, 144.99, 1650, 66
2026/09/09 12:35:04.066, 20874, 24467, 100, 65, 145.00, 1672, 66
2026/09/09 12:35:05.067, 20874, 24467, 100, 57, 144.99, 1695, 66
2026/09/09 12:35:06.067, 20874, 24467, 100, 54, 145.00, 1695, 66
2026/09/09 12:35:07.067, 20874, 24467, 100, 52, 144.99, 1695, 66
2026/09/09 12:35:08.068, 20874, 24467, 100, 53, 145.00, 1695, 67
2026/09/09 12:35:09.068, 20874, 24467, 100, 55, 145.00, 1695, 67
2026/09/09 12:35:10.069, 20874, 24467, 100, 54, 145.01, 1695, 67
2026/09/09 12:35:11.069, 20874, 24467, 100, 55, 145.01, 1687, 67
2026/09/09 12:35:12.069, 20874, 24467, 100, 55, 144.99, 1687, 67
2026/09/09 12:35:13.070, 20874, 24467, 100, 59, 145.00, 1672, 67
2026/09/09 12:35:14.070, 20874, 24467, 100, 57, 145.00, 1680, 67
2026/09/09 12:35:15.070, 20874, 24467, 100, 58, 144.99, 1672, 67
2026/09/09 12:35:16.071, 20874, 24467, 100, 61, 145.01, 1672, 67
2026/09/09 12:35:17.071, 20874, 24467, 100, 63, 145.00, 1657, 67
2026/09/09 12:35:18.071, 20874, 24467, 100, 63, 144.99, 1657, 67
2026/09/09 12:35:19.072, 20874, 24467, 100, 63, 145.02, 1650, 67
2026/09/09 12:35:20.072, 20874, 24467, 100, 64, 144.99, 1657, 67
2026/09/09 12:35:21.073, 20874, 24467, 100, 66, 144.99, 1650, 67
2026/09/09 12:35:22.073, 20874, 24467, 100, 67, 145.01, 1650, 67
2026/09/09 12:35:23.073, 20874, 24467, 100, 64, 144.99, 1657, 67
2026/09/09 12:35:24.073, 20874, 24467, 100, 64, 145.00, 1665, 67
2026/09/09 12:35:25.074, 20874, 24467, 100, 67, 145.00, 1650, 67
2026/09/09 12:35:26.074, 20874, 24467, 100, 69, 145.00, 1650, 67
2026/09/09 12:35:27.074, 20874, 24467, 100, 68, 145.00, 1642, 67
2026/09/09 12:35:28.075, 20874, 24467, 100, 67, 144.99, 1672, 67
2026/09/09 12:35:29.075, 20874, 24467, 100, 68, 144.99, 1657, 67
2026/09/09 12:35:30.076, 20874, 24467, 100, 69, 145.00, 1650, 67
2026/09/09 12:35:31.076, 20874, 24467, 100, 68, 145.00, 1650, 67
2026/09/09 12:35:32.076, 20874, 24467, 100, 69, 144.99, 1680, 67
2026/09/09 12:35:33.077, 20874, 24467, 100, 70, 145.00, 1650, 67
2026/09/09 12:35:34.077, 20874, 24467, 100, 69, 144.99, 1650, 67
2026/09/09 12:35:35.077, 20874, 24467, 100, 70, 144.99, 1665, 67
2026/09/09 12:35:36.078, 20874, 24467, 100, 71, 145.00, 1695, 68
2026/09/09 12:35:37.078, 20874, 24467, 100, 70, 145.00, 1635, 67
2026/09/09 12:35:38.078, 20874, 24467, 100, 70, 145.00, 1657, 67
2026/09/09 12:35:39.078, 20874, 24467, 100, 71, 145.00, 1687, 67
2026/09/09 12:35:40.079, 20874, 24467, 100, 71, 144.99, 1635, 67
2026/09/09 12:35:41.079, 20874, 24467, 100, 94, 144.99, 1860, 66
2026/09/09 12:35:42.080, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:43.080, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:35:44.080, 20874, 24467, 100, 94, 145.00, 1860, 66
2026/09/09 12:35:45.080, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:46.081, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:35:47.081, 20874, 24467, 100, 94, 144.99, 1860, 66
2026/09/09 12:35:48.081, 20874, 24467, 100, 94, 145.01, 1852, 66
2026/09/09 12:35:49.082, 20874, 24467, 100, 94, 145.00, 1852, 65
2026/09/09 12:35:50.082, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:51.082, 20874, 24467, 100, 94, 144.99, 1852, 65
2026/09/09 12:35:52.083, 20874, 24467, 100, 94, 145.01, 1852, 66
2026/09/09 12:35:53.083, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:54.083, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:55.084, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:56.084, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:57.084, 20874, 24467, 100, 94, 145.00, 1845, 66
2026/09/09 12:35:58.085, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:35:59.085, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:36:00.085, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:36:01.086, 20874, 24467, 100, 94, 145.01, 1852, 66
2026/09/09 12:36:02.086, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:36:03.086, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:36:04.087, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:36:05.087, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:36:06.088, 20874, 24467, 100, 94, 145.00, 1852, 66
2026/09/09 12:36:07.088, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:36:08.088, 20874, 24467, 100, 94, 145.01, 1852, 66
2026/09/09 12:36:09.089, 20874, 24467, 100, 94, 144.99, 1852, 66
2026/09/09 12:36:10.089, 20874, 24467, 100, 94, 145.00, 1882, 66
2026/09/09 12:36:11.089, 20874, 24467, 100, 94, 144.94, 2205, 66
2026/09/09 12:36:12.090, 20874, 24467, 0, 0, 56.05, 2467, 61
2026/09/09 12:36:13.090, 20874, 24467, 0, 0, 44.59, 2467, 60
2026/09/09 12:36:14.090, 20874, 24467, 0, 0, 38.82, 2047, 59
2026/09/09 12:36:15.091, 20874, 24467, 0, 0, 33.26, 2047, 58
2026/09/09 12:36:16.091, 20874, 24467, 0, 0, 33.15, 2047, 57
2026/09/09 12:36:17.091, 20874, 24467, 0, 0, 33.02, 2047, 56
2026/09/09 12:36:18.092, 20874, 24467, 0, 0, 32.70, 2047, 56
2026/09/09 12:36:19.092, 20874, 24467, 0, 0, 32.50, 2047, 55
2026/09/09 12:36:20.092, 20874, 24467, 0, 0, 32.18, 2047, 54
2026/09/09 12:36:21.093, 20874, 24467, 0, 0, 32.05, 2047, 54
2026/09/09 12:36:22.093, 20874, 24467, 0, 0, 31.95, 2047, 53
2026/09/09 12:36:23.093, 20874, 24467, 0, 0, 31.79, 2047, 53
2026/09/09 12:36:24.094, 20874, 24467, 0, 0, 31.54, 2047, 52
2026/09/09 12:36:25.094, 20874, 24467, 0, 0, 31.45, 2047, 52
2026/09/09 12:36:26.094, 20874, 24467, 0, 0, 31.18, 2047, 51
2026/09/09 12:36:27.095, 20874, 24467, 0, 0, 31.16, 2047, 51
2026/09/09 12:36:28.095, 20874, 24467, 0, 0, 31.13, 2047, 50
2026/09/09 12:36:29.095, 20874, 24467, 0, 0, 29.26, 1447, 49
2026/09/09 12:36:30.096, 20874, 24467, 0, 0, 23.83, 285, 49
2026/09/09 12:36:31.096, 20874, 24467, 0, 0, 9.54, 180, 48
2026/09/09 12:36:32.096, 20874, 24467, 0, 0, 7.44, 180, 47
2026/09/09 12:36:33.097, 20874, 24467, 0, 0, 6.04, 180, 47
2026/09/09 12:36:34.097, 20874, 24467, 0, 0, 6.01, 180, 46
2026/09/09 12:36:35.097, 20874, 24467, 0, 0, 6.53, 180, 46
2026/09/09 12:36:36.098, 20874, 24467, 0, 0, 39.05, 1680, 54
2026/09/09 12:36:37.098, 20874, 24467, 100, 52, 145.23, 1642, 55
2026/09/09 12:36:38.098, 20874, 24467, 100, 54, 145.01, 1642, 56
2026/09/09 12:36:39.099, 20874, 24467, 100, 52, 145.01, 1635, 58
2026/09/09 12:36:40.099, 20874, 24467, 100, 55, 145.01, 1635, 58
2026/09/09 12:36:41.099, 20874, 24467, 100, 56, 144.99, 1635, 59
2026/09/09 12:36:42.100, 20874, 24467, 100, 54, 145.01, 1627, 59
2026/09/09 12:36:43.100, 20874, 24467, 100, 50, 145.00, 1627, 60
2026/09/09 12:36:44.101, 20874, 24467, 100, 50, 145.01, 1620, 60
2026/09/09 12:36:45.101, 20874, 24467, 100, 52, 145.00, 1627, 61
2026/09/09 12:36:46.101, 20874, 24467, 100, 53, 145.01, 1620, 61
2026/09/09 12:36:47.102, 20874, 24467, 100, 56, 145.00, 1620, 61
2026/09/09 12:36:48.102, 20874, 24467, 100, 57, 145.01, 1612, 62
2026/09/09 12:36:49.102, 20874, 24467, 100, 53, 145.00, 1612, 62
2026/09/09 12:36:50.103, 20874, 24467, 100, 54, 145.00, 1597, 63
2026/09/09 12:36:51.103, 20874, 24467, 100, 57, 144.99, 1605, 62
2026/09/09 12:36:52.103, 20874, 24467, 100, 59, 145.00, 1597, 63
2026/09/09 12:36:53.104, 20874, 24467, 100, 59, 145.00, 1590, 63
2026/09/09 12:36:54.104, 20874, 24467, 100, 58, 145.00, 1680, 64
2026/09/09 12:36:55.104, 20874, 24467, 100, 62, 145.00, 1672, 63
2026/09/09 12:36:56.105, 20874, 24467, 100, 65, 145.00, 1665, 64
2026/09/09 12:36:57.105, 20874, 24467, 100, 66, 145.00, 1657, 64
2026/09/09 12:36:58.106, 20874, 24467, 100, 65, 144.99, 1672, 64
2026/09/09 12:36:59.106, 20874, 24467, 100, 66, 145.00, 1672, 64
2026/09/09 12:37:00.106, 20874, 24467, 100, 66, 145.00, 1665, 64
2026/09/09 12:37:01.106, 20874, 24467, 100, 67, 144.99, 1657, 64
2026/09/09 12:37:02.107, 20874, 24467, 100, 67, 145.00, 1665, 64
2026/09/09 12:37:03.107, 20874, 24467, 100, 63, 144.99, 1680, 64
2026/09/09 12:37:04.108, 20874, 24467, 100, 68, 145.00, 1665, 65
2026/09/09 12:37:05.108, 20874, 24467, 100, 68, 145.00, 1665, 65
2026/09/09 12:37:06.108, 20874, 24467, 100, 69, 144.99, 1657, 65
2026/09/09 12:37:07.109, 20874, 24467, 100, 68, 145.00, 1680, 65
2026/09/09 12:37:08.109, 20874, 24467, 100, 70, 145.00, 1665, 65
2026/09/09 12:37:09.109, 20874, 24467, 100, 70, 145.01, 1657, 65
2026/09/09 12:37:10.110, 20874, 24467, 100, 70, 145.00, 1665, 65
2026/09/09 12:37:11.110, 20874, 24467, 100, 71, 145.00, 1687, 65
2026/09/09 12:37:12.110, 20874, 24467, 100, 70, 144.99, 1650, 65
2026/09/09 12:37:13.111, 20874, 24467, 100, 70, 144.99, 1657, 65
2026/09/09 12:37:14.111, 20874, 24467, 100, 71, 145.00, 1687, 66
2026/09/09 12:37:15.111, 20874, 24467, 100, 71, 144.99, 1665, 66
2026/09/09 12:37:16.112, 20874, 24467, 100, 71, 145.00, 1657, 66
2026/09/09 12:37:17.112, 20874, 24467, 100, 70, 145.00, 1680, 66
2026/09/09 12:37:18.112, 20874, 24467, 100, 72, 145.00, 1702, 66
2026/09/09 12:37:19.113, 20874, 24467, 100, 73, 145.00, 1650, 66
2026/09/09 12:37:20.113, 20874, 24467, 100, 70, 145.00, 1672, 66
2026/09/09 12:37:21.114, 20874, 24467, 100, 72, 145.00, 1702, 65
2026/09/09 12:37:22.114, 20874, 24467, 100, 73, 144.99, 1650, 67
2026/09/09 12:37:23.114, 20874, 24467, 100, 71, 145.00, 1680, 66
2026/09/09 12:37:24.115, 20874, 24467, 100, 73, 145.01, 1687, 66
2026/09/09 12:37:25.115, 20874, 24467, 100, 72, 144.99, 1650, 66
2026/09/09 12:37:26.115, 20874, 24467, 100, 72, 144.99, 1680, 66
2026/09/09 12:37:27.116, 20874, 24467, 100, 74, 145.01, 1687, 66
2026/09/09 12:37:28.116, 20874, 24467, 100, 73, 145.00, 1657, 66
2026/09/09 12:37:29.117, 20874, 24467, 100, 82, 145.00, 1905, 65
2026/09/09 12:37:30.117, 20874, 24467, 100, 88, 144.99, 1912, 65
2026/09/09 12:37:31.117, 20874, 24467, 100, 87, 144.99, 1912, 65
2026/09/09 12:37:32.118, 20874, 24467, 100, 88, 145.00, 1912, 65
2026/09/09 12:37:33.118, 20874, 24467, 100, 87, 145.00, 1912, 65
2026/09/09 12:37:34.118, 20874, 24467, 100, 87, 145.00, 1912, 65
2026/09/09 12:37:35.119, 20874, 24467, 100, 87, 144.99, 1920, 65
2026/09/09 12:37:36.119, 20874, 24467, 100, 87, 144.99, 1912, 65
2026/09/09 12:37:37.120, 20874, 24467, 100, 87, 144.98, 1920, 65
2026/09/09 12:37:38.120, 20874, 24467, 100, 87, 145.01, 1927, 65
2026/09/09 12:37:39.120, 20874, 24467, 100, 87, 145.00, 1927, 65
2026/09/09 12:37:40.121, 20874, 24467, 100, 87, 145.00, 1927, 65
2026/09/09 12:37:41.121, 20874, 24467, 100, 87, 145.02, 1920, 66
2026/09/09 12:37:42.121, 20874, 24467, 100, 87, 144.99, 1927, 66
2026/09/09 12:37:43.122, 20874, 24467, 100, 87, 145.00, 1927, 66
2026/09/09 12:37:44.122, 20874, 24467, 100, 86, 145.02, 1935, 66
2026/09/09 12:37:45.122, 20874, 24467, 100, 86, 145.00, 1927, 66
2026/09/09 12:37:46.123, 20874, 24467, 100, 86, 145.00, 1927, 66
2026/09/09 12:37:47.123, 20874, 24467, 100, 86, 145.01, 1927, 66
2026/09/09 12:37:48.123, 20874, 24467, 100, 87, 144.99, 1927, 66
2026/09/09 12:37:49.124, 20874, 24467, 100, 86, 145.02, 1927, 66
2026/09/09 12:37:50.124, 20874, 24467, 100, 87, 144.98, 1927, 66
2026/09/09 12:37:51.125, 20874, 24467, 100, 84, 144.98, 1942, 66
2026/09/09 12:37:52.125, 20874, 24467, 100, 85, 144.99, 1942, 66
2026/09/09 12:37:53.125, 20874, 24467, 100, 84, 144.99, 1942, 66
2026/09/09 12:37:54.126, 20874, 24467, 100, 85, 144.99, 1942, 66
2026/09/09 12:37:55.126, 20874, 24467, 100, 85, 144.99, 1942, 66
2026/09/09 12:37:56.126, 20874, 24467, 100, 85, 145.00, 1942, 66
2026/09/09 12:37:57.127, 20874, 24467, 100, 85, 144.99, 1942, 66
2026/09/09 12:37:58.127, 20874, 24467, 100, 85, 145.04, 1852, 66
2026/09/09 12:37:59.127, 20874, 24467, 100, 92, 145.00, 1837, 66
2026/09/09 12:38:00.128, 20874, 24467, 100, 92, 145.00, 1837, 66
2026/09/09 12:38:01.128, 20874, 24467, 100, 92, 145.01, 1837, 66
